Year.id,Year.display-label,Sex.id,Sex.display-label,Hisp.id,Hisp.display-label,GEO.id,GEO.id2,GEO.display-label,totpop,wa,ba,ia,aa,na,tom
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0500000US19021,19021,"Buena Vista County, Iowa",7721,6263,296,7,920,132,103
est72015,"July 1, 2015",male,Male,tothisp,Total,0500000US19021,19021,"Buena Vista County, Iowa",10360,8703,346,69,946,150,146
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0500000US19021,19021,"Buena Vista County, Iowa",5048,4710,91,102,51,30,64
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19021,19021,"Buena Vista County, Iowa",15445,12799,546,22,1654,223,201
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0500000US19021,19021,"Buena Vista County, Iowa",20493,17509,637,124,1705,253,265
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",64,58,0,5,0,0,1
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7466,7376,7,9,23,1,50
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7530,7434,7,14,23,1,51
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",69,64,2,3,0,0,0
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7268,7176,18,5,12,1,56
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7337,7240,20,8,12,1,56
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",133,122,2,8,0,0,1
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",14734,14552,25,14,35,2,106
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",14867,14674,27,22,35,2,107
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",64,58,0,5,0,0,1
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7466,7376,7,9,23,1,50
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7530,7434,7,14,23,1,51
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",69,64,2,3,0,0,0
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7268,7176,18,5,12,1,56
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7337,7240,20,8,12,1,56
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",133,122,2,8,0,0,1
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",14734,14552,25,14,35,2,106
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",14867,14674,27,22,35,2,107
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",65,59,0,5,0,0,1
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7484,7395,7,9,23,1,49
est72010,"July 1, 2010",female,Female,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7549,7454,7,14,23,1,50
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",69,64,2,3,0,0,0
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7287,7199,17,5,13,1,52
est72010,"July 1, 2010",male,Male,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7356,7263,19,8,13,1,52
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",134,123,2,8,0,0,1
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",14771,14594,24,14,36,2,101
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",14905,14717,26,22,36,2,102
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",73,67,1,3,0,0,2
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7505,7401,9,10,27,2,56
est72011,"July 1, 2011",female,Female,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7578,7468,10,13,27,2,58
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",77,68,4,3,0,0,2
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7298,7187,24,5,18,1,63
est72011,"July 1, 2011",male,Male,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7375,7255,28,8,18,1,65
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",150,135,5,6,0,0,4
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",14803,14588,33,15,45,3,119
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",14953,14723,38,21,45,3,123
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",81,74,1,3,1,0,2
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7509,7398,10,10,32,1,58
est72012,"July 1, 2012",female,Female,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7590,7472,11,13,33,1,60
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",78,69,3,3,0,0,3
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7319,7201,28,6,17,1,66
est72012,"July 1, 2012",male,Male,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7397,7270,31,9,17,1,69
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",159,143,4,6,1,0,5
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",14828,14599,38,16,49,2,124
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",14987,14742,42,22,50,2,129
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",82,75,1,3,1,0,2
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7504,7380,19,8,39,1,57
est72013,"July 1, 2013",female,Female,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7586,7455,20,11,40,1,59
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",80,72,3,3,0,0,2
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7338,7209,34,6,21,1,67
est72013,"July 1, 2013",male,Male,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7418,7281,37,9,21,1,69
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",162,147,4,6,1,0,4
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",14842,14589,53,14,60,2,124
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",15004,14736,57,20,61,2,128
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",84,77,1,3,1,0,2
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7459,7321,15,9,45,1,68
est72014,"July 1, 2014",female,Female,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7543,7398,16,12,46,1,70
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",81,73,3,3,0,0,2
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7348,7217,31,5,22,1,72
est72014,"July 1, 2014",male,Male,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7429,7290,34,8,22,1,74
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",165,150,4,6,1,0,4
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",14807,14538,46,14,67,2,140
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",14972,14688,50,20,68,2,144
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",88,80,1,4,1,0,2
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7425,7267,18,11,55,1,73
est72015,"July 1, 2015",female,Female,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7513,7347,19,15,56,1,75
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",89,81,3,3,0,0,2
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",7313,7181,31,5,24,1,71
est72015,"July 1, 2015",male,Male,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",7402,7262,34,8,24,1,73
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0500000US19023,19023,"Butler County, Iowa",177,161,4,7,1,0,4
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19023,19023,"Butler County, Iowa",14738,14448,49,16,79,2,144
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0500000US19023,19023,"Butler County, Iowa",14915,14609,53,23,80,2,148
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",48,42,1,1,2,0,2
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",4925,4869,12,12,11,1,20
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",4973,4911,13,13,13,1,22
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",42,35,3,0,2,0,2
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",4655,4603,7,7,10,0,28
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",4697,4638,10,7,12,0,30
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",90,77,4,1,4,0,4
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",9580,9472,19,19,21,1,48
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",9670,9549,23,20,25,1,52
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",48,42,1,1,2,0,2
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",4930,4873,13,12,11,1,20
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",4978,4915,14,13,13,1,22
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",72,65,3,0,2,0,2
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",5127,4917,148,19,13,0,30
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",5199,4982,151,19,15,0,32
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",120,107,4,1,4,0,4
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",10057,9790,161,31,24,1,50
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",10177,9897,165,32,28,1,54
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",50,44,1,1,2,0,2
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",4912,4852,13,12,10,1,24
est72010,"July 1, 2010",female,Female,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",4962,4896,14,13,12,1,26
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",72,65,3,0,2,0,2
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",5138,4924,149,21,13,0,31
est72010,"July 1, 2010",male,Male,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",5210,4989,152,21,15,0,33
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",122,109,4,1,4,0,4
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",10050,9776,162,33,23,1,55
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",10172,9885,166,34,27,1,59
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",62,57,0,1,2,0,2
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",4838,4769,19,13,11,1,25
est72011,"July 1, 2011",female,Female,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",4900,4826,19,14,13,1,27
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",86,79,3,0,2,0,2
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",5078,4851,155,21,15,0,36
est72011,"July 1, 2011",male,Male,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",5164,4930,158,21,17,0,38
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",148,136,3,1,4,0,4
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",9916,9620,174,34,26,1,61
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",10064,9756,177,35,30,1,65
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",61,55,0,1,2,0,3
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",4751,4682,18,13,11,2,25
est72012,"July 1, 2012",female,Female,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",4812,4737,18,14,13,2,28
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",90,84,2,0,2,0,2
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",5014,4775,163,21,16,0,39
est72012,"July 1, 2012",male,Male,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",5104,4859,165,21,18,0,41
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",151,139,2,1,4,0,5
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",9765,9457,181,34,27,2,64
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",9916,9596,183,35,31,2,69
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",74,67,0,1,3,0,3
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",4735,4660,21,13,10,1,30
est72013,"July 1, 2013",female,Female,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",4809,4727,21,14,13,1,33
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",102,95,2,0,2,0,3
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",5002,4761,159,21,17,0,44
est72013,"July 1, 2013",male,Male,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",5104,4856,161,21,19,0,47
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",176,162,2,1,5,0,6
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",9737,9421,180,34,27,1,74
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",9913,9583,182,35,32,1,80
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",75,67,0,1,2,0,5
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",4725,4638,26,16,10,0,35
est72014,"July 1, 2014",female,Female,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",4800,4705,26,17,12,0,40
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",103,96,2,0,2,0,3
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",4954,4699,166,21,18,0,50
est72014,"July 1, 2014",male,Male,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",5057,4795,168,21,20,0,53
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",178,163,2,1,4,0,8
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",9679,9337,192,37,28,0,85
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",9857,9500,194,38,32,0,93
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",81,74,0,1,2,0,4
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",4670,4577,27,17,10,0,39
est72015,"July 1, 2015",female,Female,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",4751,4651,27,18,12,0,43
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",105,97,2,0,2,0,4
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",4962,4702,165,19,20,0,56
est72015,"July 1, 2015",male,Male,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",5067,4799,167,19,22,0,60
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0500000US19025,19025,"Calhoun County, Iowa",186,171,2,1,4,0,8
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19025,19025,"Calhoun County, Iowa",9632,9279,192,36,30,0,95
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0500000US19025,19025,"Calhoun County, Iowa",9818,9450,194,37,34,0,103
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",163,140,5,8,1,2,7
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",10512,10346,35,8,52,0,71
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",10675,10486,40,16,53,2,78
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",170,152,3,10,2,1,2
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",9971,9784,47,12,41,0,87
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",10141,9936,50,22,43,1,89
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",333,292,8,18,3,3,9
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",20483,20130,82,20,93,0,158
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",20816,20422,90,38,96,3,167
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",163,140,5,8,1,2,7
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",10512,10346,35,8,52,0,71
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",10675,10486,40,16,53,2,78
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",170,152,3,10,2,1,2
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",9971,9784,47,12,41,0,87
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",10141,9936,50,22,43,1,89
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",333,292,8,18,3,3,9
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",20483,20130,82,20,93,0,158
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",20816,20422,90,38,96,3,167
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",165,141,6,8,1,2,7
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",10511,10341,37,8,51,0,74
est72010,"July 1, 2010",female,Female,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",10676,10482,43,16,52,2,81
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",172,153,4,10,2,1,2
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",9980,9790,47,14,40,0,89
est72010,"July 1, 2010",male,Male,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",10152,9943,51,24,42,1,91
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",337,294,10,18,3,3,9
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",20491,20131,84,22,91,0,163
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",20828,20425,94,40,94,3,172
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",179,154,6,9,1,2,7
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",10463,10278,49,7,53,0,76
est72011,"July 1, 2011",female,Female,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",10642,10432,55,16,54,2,83
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",191,171,5,10,2,1,2
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",10016,9793,70,15,46,0,92
est72011,"July 1, 2011",male,Male,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",10207,9964,75,25,48,1,94
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",370,325,11,19,3,3,9
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",20479,20071,119,22,99,0,168
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",20849,20396,130,41,102,3,177
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",200,170,6,13,3,2,6
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",10405,10212,50,10,53,1,79
est72012,"July 1, 2012",female,Female,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",10605,10382,56,23,56,3,85
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",205,182,6,10,4,1,2
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",9865,9644,69,17,44,0,91
est72012,"July 1, 2012",male,Male,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",10070,9826,75,27,48,1,93
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",405,352,12,23,7,3,8
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",20270,19856,119,27,97,1,170
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",20675,20208,131,50,104,4,178
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",231,197,8,13,3,2,8
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",10296,10094,52,11,58,1,80
est72013,"July 1, 2013",female,Female,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",10527,10291,60,24,61,3,88
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",222,196,9,10,4,1,2
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0500000US19027,19027,"Carroll County, Iowa",9822,9586,78,16,49,0,93
est72013,"July 1, 2013",male,Male,tothisp,Total,0500000US19027,19027,"Carroll County, Iowa",10044,9782,87,26,53,1,95
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0500000US19027,19027,"Carroll County, Iowa",453,393,17,23,7,3,10
